20181001|13136|V2.0
K-ASIA|RKBC|4|
K-ASIA|RKF2|4|
K-ASIA|K-SELECT|4|
K-ASIA|K-CBOND|4|
K-ASIA|K-FEQ|4|
K-ASIA|K-STADE|4|
K-ASIA|RKF-HI2|4|
K-ASIA|RKF4|4|
K-ASIA|KGBRMF|4|
K-ASIA|KFIRMF|4|
K-ASIA|KBLRMF|4|
K-ASIA|KFLRMF|4|
K-ASIA|KSFRMF|4|
K-ASIA|K-EQUITY|4|
K-ASIA|KEQLTF|4|
K-ASIA|KDLTF|4|
K-ASIA|K-TREASURY|4|
K-ASIA|K-SET50|4|
K-ASIA|K70LTF|4|
K-ASIA|K-CASH|4|
K-ASIA|KEQRMF|4|
K-ASIA|K-2500|4|
K-ASIA|K-2510|4|
K-ASIA|K-2520|4|
K-ASIA|K-2530|4|
K-ASIA|K-VALUE|4|
K-ASIA|K-GLOBE|4|
K-ASIA|K20SLTF|4|
K-ASIA|KGLTF|4|
K-ASIA|K-MONEY|4|
K-ASIA|K-AGRI|4|
K-ASIA|K-GOLD|4|
K-ASIA|K-OIL|4|
K-ASIA|K-PLAN1|4|
K-ASIA|K-PLAN2|4|
K-ASIA|K-PLAN3|4|
K-ASIA|K-CHINA|4|
K-ASIA|KGDRMF|4|
K-ASIA|K-GEMO|4|
K-ASIA|K-INDIA|4|
K-ASIA|K-GA|4|
K-ASIA|K-USA|4|
K-ASIA|KGARMF|4|
K-ASIA|K-USXNDQ-A(D)|4|
K-ASIA|K-EUROPE|4|
K-ASIA|K-SF|4|
K-ASIA|KS50RMF|4|
K-ASIA|K-GB|4|
K-ASIA|K-GPROP|4|
K-ASIA|K-MIDSMALL|4|
K-ASIA|K-GHEALTH|4|
K-ASIA|KEURMF|4|
K-ASIA|KJPRMF|4|
K-ASIA|K-JP|4|
K-ASIA|KGHRMF|4|
K-ASIA|K-ENERGY|4|
K-ASIA|K-ICT|4|
K-ASIA|K-INDX|4|
K-ASIA|K-CHX|4|
K-ASIA|K-BANKING|4|
K-ASIA|KMSRMF|4|
K-ASIA|K-EUSAGE|4|
K-ASIA|K-SGM|4|
K-ASIA|K-GHEALTH(UH)|4|
K-ASIA|K-AEC|4|
K-ASIA|K-GINFRA|4|
K-ASIA|K-SFPLUS|4|
K-ASIA|K-EUX|4|
K-ASIA|K-JPX|4|
K-ASIA|KGIFRMF|4|
K-ASIA|K-MVEQ|4|
K-ASIA|KS50LTF|4|
K-ASIA|KMSLTF|4|
K-ASIA|KMVLTF|4|
K-ASIA|K-AFIXED|4|
K-ASIA|K-SEMQ|4|
K-ASIA|K-FIXEDPLUS|4|
K-ASIA|K-FITS|4|
K-ASIA|K-FITM|4|
K-ASIA|K-FITL|4|
K-ASIA|K-FITXL|4|
K-ASIA|K-ART|4|
K-ASIA|KTHAICGRMF|4|
K-ASIA|K-APB|4|
K-ASIA|K-EUSMALL|4|
K-GB|K-STEQ|5|
K-GB|K-FIXED|5|
K-GB|RKBC|5|
K-GB|RKF2|5|
K-GB|K-SELECT|5|
K-GB|K-CBOND|5|
K-GB|K-FEQ|5|
K-GB|K-STADE|5|
K-GB|RKF-HI2|5|
K-GB|RKF4|5|
K-GB|KGBRMF|5|
K-GB|KFIRMF|5|
K-GB|KBLRMF|5|
K-GB|KFLRMF|5|
K-GB|KSFRMF|5|
K-GB|K-EQUITY|5|
K-GB|KEQLTF|5|
K-GB|KDLTF|5|
K-GB|K-TREASURY|5|
K-GB|K-SET50|5|
K-GB|K70LTF|5|
K-GB|K-CASH|5|
K-GB|KEQRMF|5|
K-GB|K-2500|5|
K-GB|K-2510|5|
K-GB|K-2520|5|
K-GB|K-2530|5|
K-GB|K-VALUE|5|
K-GB|K-GLOBE|5|
K-GB|K20SLTF|5|
K-GB|KGLTF|5|
K-GB|K-MONEY|5|
K-GB|K-AGRI|5|
K-GB|K-GOLD|5|
K-GB|K-OIL|5|
K-GB|K-PLAN1|5|
K-GB|K-PLAN2|5|
K-GB|K-PLAN3|5|
K-GB|K-CHINA|5|
K-GB|KGDRMF|5|
K-GB|K-GEMO|5|
K-GB|K-INDIA|5|
K-GB|K-GA|5|
K-GB|K-USA|5|
K-GB|KGARMF|5|
K-GB|K-USXNDQ-A(D)|5|
K-GB|K-EUROPE|5|
K-GB|K-SF|5|
K-GB|KS50RMF|5|
K-GB|K-ASIA|5|
K-GB|K-GPROP|5|
K-GB|K-MIDSMALL|5|
K-GB|K-GHEALTH|5|
K-GB|KEURMF|5|
K-GB|KJPRMF|5|
K-GB|K-JP|5|
K-GB|KGHRMF|5|
K-GB|K-ENERGY|5|
K-GB|K-ICT|5|
K-GB|K-INDX|5|
K-GB|K-CHX|5|
K-GB|K-BANKING|5|
K-GB|KMSRMF|5|
K-GB|K-EUSAGE|5|
K-GB|K-SGM|5|
K-GB|K-GHEALTH(UH)|5|
K-GB|K-AEC|5|
K-GB|K-GINFRA|5|
K-GB|K-SFPLUS|5|
K-GB|K-EUX|5|
K-GB|K-JPX|5|
K-GB|KGIFRMF|5|
K-GB|K-MVEQ|5|
K-GB|KS50LTF|5|
K-GB|KMSLTF|5|
K-GB|KMVLTF|5|
K-GB|K-AFIXED|5|
K-GB|K-SEMQ|5|
K-GB|K-FIXEDPLUS|5|
K-GB|K-FITS|5|
K-GB|K-FITM|5|
K-GB|K-FITL|5|
K-GB|K-FITXL|5|
K-GB|K-ART|5|
K-GB|KTHAICGRMF|5|
K-GB|K-APB|5|
K-GB|K-EUSMALL|5|
K-GPROP|K-STEQ|4|
K-GPROP|K-FIXED|4|
K-GPROP|RKBC|4|
K-GPROP|RKF2|4|
K-GPROP|K-SELECT|4|
K-GPROP|K-CBOND|4|
K-GPROP|K-FEQ|4|
K-GPROP|K-STADE|4|
K-GPROP|RKF-HI2|4|
K-GPROP|RKF4|4|
K-GPROP|KGBRMF|4|
K-GPROP|KFIRMF|4|
K-GPROP|KBLRMF|4|
K-GPROP|KFLRMF|4|
K-GPROP|KSFRMF|4|
K-GPROP|K-EQUITY|4|
K-GPROP|KEQLTF|4|
K-GPROP|KDLTF|4|
K-GPROP|K-TREASURY|4|
K-GPROP|K-SET50|4|
K-GPROP|K70LTF|4|
K-GPROP|K-CASH|4|
K-GPROP|KEQRMF|4|
K-GPROP|K-2500|4|
K-GPROP|K-2510|4|
K-GPROP|K-2520|4|
K-GPROP|K-2530|4|
K-GPROP|K-VALUE|4|
K-GPROP|K-GLOBE|4|
K-GPROP|K20SLTF|4|
K-GPROP|KGLTF|4|
K-GPROP|K-MONEY|4|
K-GPROP|K-AGRI|4|
K-GPROP|K-GOLD|4|
K-GPROP|K-OIL|4|
K-GPROP|K-PLAN1|4|
K-GPROP|K-PLAN2|4|
K-GPROP|K-PLAN3|4|
K-GPROP|K-CHINA|4|
K-GPROP|KGDRMF|4|
K-GPROP|K-GEMO|4|
K-GPROP|K-INDIA|4|
K-GPROP|K-GA|4|
K-GPROP|K-USA|4|
K-GPROP|KGARMF|4|
K-GPROP|K-USXNDQ-A(D)|4|
K-GPROP|K-EUROPE|4|
K-GPROP|K-SF|4|
K-GPROP|KS50RMF|4|
K-GPROP|K-ASIA|4|
K-GPROP|K-GB|4|
K-GPROP|K-MIDSMALL|4|
K-GPROP|K-GHEALTH|4|
K-GPROP|KEURMF|4|
K-GPROP|KJPRMF|4|
K-GPROP|K-JP|4|
K-GPROP|KGHRMF|4|
K-GPROP|K-ENERGY|4|
K-GPROP|K-ICT|4|
K-GPROP|K-INDX|4|
K-GPROP|K-CHX|4|
K-GPROP|K-BANKING|4|
K-GPROP|KMSRMF|4|
K-GPROP|K-EUSAGE|4|
K-GPROP|K-SGM|4|
K-GPROP|K-GHEALTH(UH)|4|
K-GPROP|K-AEC|4|
K-GPROP|K-GINFRA|4|
K-GPROP|K-SFPLUS|4|
K-GPROP|K-EUX|4|
K-GPROP|K-JPX|4|
K-GPROP|KGIFRMF|4|
K-GPROP|K-MVEQ|4|
K-GPROP|KS50LTF|4|
K-GPROP|KMSLTF|4|
K-GPROP|KMVLTF|4|
K-GPROP|K-AFIXED|4|
K-GPROP|K-SEMQ|4|
K-GPROP|K-FIXEDPLUS|4|
K-GPROP|K-FITS|4|
K-GPROP|K-FITM|4|
K-GPROP|K-FITL|4|
K-GPROP|K-FITXL|4|
K-GPROP|K-ART|4|
K-GPROP|KTHAICGRMF|4|
K-GPROP|K-APB|4|
K-GPROP|K-EUSMALL|4|
K-MIDSMALL|K-STEQ|2|
K-MIDSMALL|K-FIXED|2|
K-MIDSMALL|RKBC|2|
K-MIDSMALL|RKF2|2|
K-MIDSMALL|K-SELECT|2|
K-MIDSMALL|K-CBOND|2|
K-MIDSMALL|K-FEQ|2|
K-MIDSMALL|K-STADE|2|
K-MIDSMALL|RKF-HI2|2|
K-MIDSMALL|RKF4|2|
K-MIDSMALL|KGBRMF|2|
K-MIDSMALL|KFIRMF|2|
K-MIDSMALL|KBLRMF|2|
K-MIDSMALL|KFLRMF|2|
K-MIDSMALL|KSFRMF|2|
K-MIDSMALL|K-EQUITY|2|
K-MIDSMALL|KEQLTF|2|
K-MIDSMALL|KDLTF|2|
K-MIDSMALL|K-TREASURY|2|
K-MIDSMALL|K-SET50|3|
K-MIDSMALL|K70LTF|2|
K-MIDSMALL|K-CASH|2|
K-MIDSMALL|KEQRMF|2|
K-MIDSMALL|K-2500|2|
K-MIDSMALL|K-2510|2|
K-MIDSMALL|K-2520|2|
K-MIDSMALL|K-2530|2|
K-MIDSMALL|K-VALUE|2|
K-MIDSMALL|K-GLOBE|2|
K-MIDSMALL|K20SLTF|2|
K-MIDSMALL|KGLTF|2|
K-MIDSMALL|K-MONEY|2|
K-MIDSMALL|K-AGRI|2|
K-MIDSMALL|K-GOLD|2|
K-MIDSMALL|K-OIL|2|
K-MIDSMALL|K-PLAN1|2|
K-MIDSMALL|K-PLAN2|2|
K-MIDSMALL|K-PLAN3|2|
K-MIDSMALL|K-CHINA|2|
K-MIDSMALL|KGDRMF|2|
K-MIDSMALL|K-GEMO|2|
K-MIDSMALL|K-INDIA|2|
K-MIDSMALL|K-GA|2|
K-MIDSMALL|K-USA|2|
K-MIDSMALL|KGARMF|2|
K-MIDSMALL|K-USXNDQ-A(D)|2|
K-MIDSMALL|K-EUROPE|2|
K-MIDSMALL|K-SF|2|
K-MIDSMALL|KS50RMF|3|
K-MIDSMALL|K-ASIA|2|
K-MIDSMALL|K-GB|2|
K-MIDSMALL|K-GPROP|2|
K-MIDSMALL|K-GHEALTH|2|
K-MIDSMALL|KEURMF|2|
K-MIDSMALL|KJPRMF|2|
K-MIDSMALL|K-JP|2|
K-MIDSMALL|KGHRMF|2|
K-MIDSMALL|K-ENERGY|3|
K-MIDSMALL|K-ICT|3|
K-MIDSMALL|K-INDX|2|
K-MIDSMALL|K-CHX|2|
K-MIDSMALL|K-BANKING|3|
K-MIDSMALL|KMSRMF|2|
K-MIDSMALL|K-EUSAGE|2|
K-MIDSMALL|K-SGM|2|
K-MIDSMALL|K-GHEALTH(UH)|2|
K-MIDSMALL|K-AEC|2|
K-MIDSMALL|K-GINFRA|2|
K-MIDSMALL|K-SFPLUS|2|
K-MIDSMALL|K-EUX|2|
K-MIDSMALL|K-JPX|2|
K-MIDSMALL|KGIFRMF|2|
K-MIDSMALL|K-MVEQ|2|
K-MIDSMALL|KS50LTF|3|
K-MIDSMALL|KMSLTF|2|
K-MIDSMALL|KMVLTF|2|
K-MIDSMALL|K-AFIXED|2|
K-MIDSMALL|K-SEMQ|2|
K-MIDSMALL|K-FIXEDPLUS|2|
K-MIDSMALL|K-FITS|2|
K-MIDSMALL|K-FITM|2|
K-MIDSMALL|K-FITL|2|
K-MIDSMALL|K-FITXL|2|
K-MIDSMALL|K-ART|2|
K-MIDSMALL|KTHAICGRMF|2|
K-MIDSMALL|K-APB|2|
K-MIDSMALL|K-EUSMALL|2|
K-GHEALTH|K-STEQ|4|
K-GHEALTH|K-FIXED|4|
K-GHEALTH|RKBC|4|
K-GHEALTH|RKF2|4|
K-GHEALTH|K-SELECT|4|
K-GHEALTH|K-CBOND|4|
K-GHEALTH|K-FEQ|4|
K-GHEALTH|K-STADE|4|
K-GHEALTH|RKF-HI2|4|
K-GHEALTH|RKF4|4|
K-GHEALTH|KGBRMF|4|
K-GHEALTH|KFIRMF|4|
K-GHEALTH|KBLRMF|4|
K-GHEALTH|KFLRMF|4|
K-GHEALTH|KSFRMF|4|
K-GHEALTH|K-EQUITY|4|
K-GHEALTH|KEQLTF|4|
K-GHEALTH|KDLTF|4|
K-GHEALTH|K-TREASURY|4|
K-GHEALTH|K-SET50|4|
K-GHEALTH|K70LTF|4|
K-GHEALTH|K-CASH|4|
K-GHEALTH|KEQRMF|4|
K-GHEALTH|K-2500|4|
K-GHEALTH|K-2510|4|
K-GHEALTH|K-2520|4|
K-GHEALTH|K-2530|4|
K-GHEALTH|K-VALUE|4|
K-GHEALTH|K-GLOBE|4|
K-GHEALTH|K20SLTF|4|
K-GHEALTH|KGLTF|4|
K-GHEALTH|K-MONEY|4|
K-GHEALTH|K-AGRI|4|
K-GHEALTH|K-GOLD|4|
K-GHEALTH|K-OIL|4|
K-GHEALTH|K-PLAN1|4|
K-GHEALTH|K-PLAN2|4|
K-GHEALTH|K-PLAN3|4|
K-GHEALTH|K-CHINA|4|
K-GHEALTH|KGDRMF|4|
K-GHEALTH|K-GEMO|4|
K-GHEALTH|K-INDIA|4|
K-GHEALTH|K-GA|4|
K-GHEALTH|K-USA|4|
K-GHEALTH|KGARMF|4|
K-GHEALTH|K-USXNDQ-A(D)|4|
K-GHEALTH|K-EUROPE|4|
K-GHEALTH|K-SF|4|
K-GHEALTH|KS50RMF|4|
K-GHEALTH|K-ASIA|4|
K-GHEALTH|K-GB|4|
K-GHEALTH|K-GPROP|4|
K-GHEALTH|K-MIDSMALL|4|
K-GHEALTH|KEURMF|4|
K-GHEALTH|KJPRMF|4|
K-GHEALTH|K-JP|4|
K-GHEALTH|KGHRMF|4|
K-GHEALTH|K-ENERGY|4|
K-GHEALTH|K-ICT|4|
K-GHEALTH|K-INDX|4|
K-GHEALTH|K-CHX|4|
K-GHEALTH|K-BANKING|4|
K-GHEALTH|KMSRMF|4|
K-GHEALTH|K-EUSAGE|4|
K-GHEALTH|K-SGM|4|
K-GHEALTH|K-GHEALTH(UH)|4|
K-GHEALTH|K-AEC|4|
K-GHEALTH|K-GINFRA|4|
K-GHEALTH|K-SFPLUS|4|
K-GHEALTH|K-EUX|4|
K-GHEALTH|K-JPX|4|
K-GHEALTH|KGIFRMF|4|
K-GHEALTH|K-MVEQ|4|
K-GHEALTH|KS50LTF|4|
K-GHEALTH|KMSLTF|4|
K-GHEALTH|KMVLTF|4|
K-GHEALTH|K-AFIXED|4|
K-GHEALTH|K-SEMQ|4|
K-GHEALTH|K-FIXEDPLUS|4|
K-GHEALTH|K-FITS|4|
K-GHEALTH|K-FITM|4|
K-GHEALTH|K-FITL|4|
K-GHEALTH|K-FITXL|4|
K-GHEALTH|K-ART|4|
K-GHEALTH|KTHAICGRMF|4|
K-GHEALTH|K-APB|4|
K-GHEALTH|K-EUSMALL|4|
KEURMF|KGBRMF|1|
KEURMF|KFIRMF|1|
KEURMF|KBLRMF|1|
KEURMF|KFLRMF|1|
KEURMF|KSFRMF|1|
KEURMF|KEQRMF|1|
KEURMF|KGDRMF|1|
KEURMF|KGARMF|1|
KEURMF|KS50RMF|4|
KEURMF|KEURMF|1|
KEURMF|KJPRMF|4|
KEURMF|KGHRMF|4|
KEURMF|KMSRMF|4|
KEURMF|KGIFRMF|4|
KEURMF|KTHAICGRMF|4|
KJPRMF|KGBRMF|1|
KJPRMF|KFIRMF|1|
KJPRMF|KBLRMF|1|
KJPRMF|KFLRMF|1|
KJPRMF|KSFRMF|1|
KJPRMF|KEQRMF|1|
KJPRMF|KGDRMF|1|
KJPRMF|KGARMF|1|
KJPRMF|KS50RMF|4|
KJPRMF|KEURMF|4|
KJPRMF|KJPRMF|1|
KJPRMF|KGHRMF|4|
KJPRMF|KMSRMF|4|
KJPRMF|KGIFRMF|4|
KJPRMF|KTHAICGRMF|4|
K-JP|K-STEQ|4|
K-JP|K-FIXED|4|
K-JP|RKBC|4|
K-JP|RKF2|4|
K-JP|K-SELECT|4|
K-JP|K-CBOND|4|
K-JP|K-FEQ|4|
K-JP|K-STADE|4|
K-JP|RKF-HI2|4|
K-JP|RKF4|4|
K-JP|KGBRMF|4|
K-JP|KFIRMF|4|
K-JP|KBLRMF|4|
K-JP|KFLRMF|4|
K-JP|KSFRMF|4|
K-JP|K-EQUITY|4|
K-JP|KEQLTF|4|
K-JP|KDLTF|4|
K-JP|K-TREASURY|4|
K-JP|K-SET50|4|
K-JP|K70LTF|4|
K-JP|K-CASH|4|
K-JP|KEQRMF|4|
K-JP|K-2500|4|
K-JP|K-2510|4|
K-JP|K-2520|4|
K-JP|K-2530|4|
K-JP|K-VALUE|4|
K-JP|K-GLOBE|4|
K-JP|K20SLTF|4|
K-JP|KGLTF|4|
K-JP|K-MONEY|4|
K-JP|K-AGRI|4|
K-JP|K-GOLD|4|
K-JP|K-OIL|4|
K-JP|K-PLAN1|4|
K-JP|K-PLAN2|4|
K-JP|K-PLAN3|4|
K-JP|K-CHINA|4|
K-JP|KGDRMF|4|
K-JP|K-GEMO|4|
K-JP|K-INDIA|4|
K-JP|K-GA|4|
K-JP|K-USA|4|
K-JP|KGARMF|4|
K-JP|K-USXNDQ-A(D)|4|
K-JP|K-EUROPE|4|
K-JP|K-SF|4|
K-JP|KS50RMF|4|
K-JP|K-ASIA|4|
K-JP|K-GB|4|
K-JP|K-GPROP|4|
K-JP|K-MIDSMALL|4|
K-JP|K-GHEALTH|4|
K-JP|KEURMF|4|
K-JP|KJPRMF|4|
K-JP|KGHRMF|4|
K-JP|K-ENERGY|4|
K-JP|K-ICT|4|
K-JP|K-INDX|4|
K-JP|K-CHX|4|
K-JP|K-BANKING|4|
K-JP|KMSRMF|4|
K-JP|K-EUSAGE|4|
K-JP|K-SGM|4|
K-JP|K-GHEALTH(UH)|4|
K-JP|K-AEC|4|
K-JP|K-GINFRA|4|
K-JP|K-SFPLUS|4|
K-JP|K-EUX|4|
K-JP|K-JPX|4|
K-JP|KGIFRMF|4|
K-JP|K-MVEQ|4|
K-JP|KS50LTF|4|
K-JP|KMSLTF|4|
K-JP|KMVLTF|4|
K-JP|K-AFIXED|4|
K-JP|K-SEMQ|4|
K-JP|K-FIXEDPLUS|4|
K-JP|K-FITS|4|
K-JP|K-FITM|4|
K-JP|K-FITL|4|
K-JP|K-FITXL|4|
K-JP|K-ART|4|
K-JP|KTHAICGRMF|4|
K-JP|K-APB|4|
K-JP|K-EUSMALL|4|
KGHRMF|KGBRMF|1|
KGHRMF|KFIRMF|1|
KGHRMF|KBLRMF|1|
KGHRMF|KFLRMF|1|
KGHRMF|KSFRMF|1|
KGHRMF|KEQRMF|1|
KGHRMF|KGDRMF|1|
KGHRMF|KGARMF|1|
KGHRMF|KS50RMF|4|
KGHRMF|KEURMF|4|
KGHRMF|KJPRMF|4|
KGHRMF|KGHRMF|1|
KGHRMF|KMSRMF|4|
KGHRMF|KGIFRMF|4|
KGHRMF|KTHAICGRMF|4|
K-ENERGY|K-STEQ|2|
K-ENERGY|K-FIXED|2|
K-ENERGY|RKBC|2|
K-ENERGY|RKF2|2|
K-ENERGY|K-SELECT|2|
K-ENERGY|K-CBOND|2|
K-ENERGY|K-FEQ|2|
K-ENERGY|K-STADE|2|
K-ENERGY|RKF-HI2|2|
K-ENERGY|RKF4|2|
K-ENERGY|KGBRMF|2|
K-ENERGY|KFIRMF|2|
K-ENERGY|KBLRMF|2|
K-ENERGY|KFLRMF|2|
K-ENERGY|KSFRMF|2|
K-ENERGY|K-EQUITY|2|
K-ENERGY|KEQLTF|2|
K-ENERGY|KDLTF|2|
K-ENERGY|K-TREASURY|2|
K-ENERGY|K-SET50|2|
K-ENERGY|K70LTF|2|
K-ENERGY|K-CASH|2|
K-ENERGY|KEQRMF|2|
K-ENERGY|K-2500|2|
K-ENERGY|K-2510|2|
K-ENERGY|K-2520|2|
K-ENERGY|K-2530|2|
K-ENERGY|K-VALUE|2|
K-ENERGY|K-GLOBE|2|
K-ENERGY|K20SLTF|2|
K-ENERGY|KGLTF|2|
K-ENERGY|K-MONEY|2|
K-ENERGY|K-AGRI|2|
K-ENERGY|K-GOLD|2|
K-ENERGY|K-OIL|2|
K-ENERGY|K-PLAN1|2|
K-ENERGY|K-PLAN2|2|
K-ENERGY|K-PLAN3|2|
K-ENERGY|K-CHINA|2|
K-ENERGY|KGDRMF|2|
K-ENERGY|K-GEMO|2|
K-ENERGY|K-INDIA|2|
K-ENERGY|K-GA|2|
K-ENERGY|K-USA|2|
K-ENERGY|KGARMF|2|
K-ENERGY|K-USXNDQ-A(D)|2|
K-ENERGY|K-EUROPE|2|
K-ENERGY|K-SF|2|
K-ENERGY|KS50RMF|2|
K-ENERGY|K-ASIA|2|
K-ENERGY|K-GB|2|
K-ENERGY|K-GPROP|2|
K-ENERGY|K-MIDSMALL|2|
K-ENERGY|K-GHEALTH|2|
K-ENERGY|KEURMF|2|
K-ENERGY|KJPRMF|2|
K-ENERGY|K-JP|2|
K-ENERGY|KGHRMF|2|
K-ENERGY|K-ICT|2|
K-ENERGY|K-INDX|2|
K-ENERGY|K-CHX|2|
K-ENERGY|K-BANKING|2|
K-ENERGY|KMSRMF|2|
K-ENERGY|K-EUSAGE|2|
K-ENERGY|K-SGM|2|
K-ENERGY|K-GHEALTH(UH)|2|
K-ENERGY|K-AEC|2|
K-ENERGY|K-GINFRA|2|
K-ENERGY|K-SFPLUS|2|
K-ENERGY|K-EUX|2|
K-ENERGY|K-JPX|2|
K-ENERGY|KGIFRMF|2|
K-ENERGY|K-MVEQ|2|
K-ENERGY|KS50LTF|2|
K-ENERGY|KMSLTF|2|
K-ENERGY|KMVLTF|2|
K-ENERGY|K-AFIXED|2|
K-ENERGY|K-SEMQ|2|
K-ENERGY|K-FIXEDPLUS|2|
K-ENERGY|K-FITS|2|
K-ENERGY|K-FITM|2|
K-ENERGY|K-FITL|2|
K-ENERGY|K-FITXL|2|
K-ENERGY|K-ART|2|
K-ENERGY|KTHAICGRMF|2|
K-ENERGY|K-APB|2|
K-ENERGY|K-EUSMALL|2|
K-ICT|K-STEQ|2|
K-ICT|K-FIXED|2|
K-ICT|RKBC|2|
K-ICT|RKF2|2|
K-ICT|K-SELECT|2|
K-ICT|K-CBOND|2|
K-ICT|K-FEQ|2|
K-ICT|K-STADE|2|
K-ICT|RKF-HI2|2|
K-ICT|RKF4|2|
K-ICT|KGBRMF|2|
K-ICT|KFIRMF|2|
K-ICT|KBLRMF|2|
K-ICT|KFLRMF|2|
K-ICT|KSFRMF|2|
K-ICT|K-EQUITY|2|
K-ICT|KEQLTF|2|
K-ICT|KDLTF|2|
K-ICT|K-TREASURY|2|
K-ICT|K-SET50|2|
K-ICT|K70LTF|2|
K-ICT|K-CASH|2|
K-ICT|KEQRMF|2|
K-ICT|K-2500|2|
K-ICT|K-2510|2|
K-ICT|K-2520|2|
K-ICT|K-2530|2|
K-ICT|K-VALUE|2|
K-ICT|K-GLOBE|2|
K-ICT|K20SLTF|2|
K-ICT|KGLTF|2|
K-ICT|K-MONEY|2|
K-ICT|K-AGRI|2|
K-ICT|K-GOLD|2|
K-ICT|K-OIL|2|
K-ICT|K-PLAN1|2|
K-ICT|K-PLAN2|2|
K-ICT|K-PLAN3|2|
K-ICT|K-CHINA|2|
K-ICT|KGDRMF|2|
K-ICT|K-GEMO|2|
K-ICT|K-INDIA|2|
K-ICT|K-GA|2|
K-ICT|K-USA|2|
K-ICT|KGARMF|2|
K-ICT|K-USXNDQ-A(D)|2|
K-ICT|K-EUROPE|2|
K-ICT|K-SF|2|
K-ICT|KS50RMF|2|
K-ICT|K-ASIA|2|
K-ICT|K-GB|2|
K-ICT|K-GPROP|2|
K-ICT|K-MIDSMALL|2|
K-ICT|K-GHEALTH|2|
K-ICT|KEURMF|2|
K-ICT|KJPRMF|2|
K-ICT|K-JP|2|
K-ICT|KGHRMF|2|
K-ICT|K-ENERGY|2|
K-ICT|K-INDX|2|
K-ICT|K-CHX|2|
K-ICT|K-BANKING|2|
K-ICT|KMSRMF|2|
K-ICT|K-EUSAGE|2|
K-ICT|K-SGM|2|
K-ICT|K-GHEALTH(UH)|2|
K-ICT|K-AEC|2|
K-ICT|K-GINFRA|2|
K-ICT|K-SFPLUS|2|
K-ICT|K-EUX|2|
K-ICT|K-JPX|2|
K-ICT|KGIFRMF|2|
K-ICT|K-MVEQ|2|
K-ICT|KS50LTF|2|
K-ICT|KMSLTF|2|
K-ICT|KMVLTF|2|
K-ICT|K-AFIXED|2|
K-ICT|K-SEMQ|2|
K-ICT|K-FIXEDPLUS|2|
K-ICT|K-FITS|2|
K-ICT|K-FITM|2|
K-ICT|K-FITL|2|
K-ICT|K-FITXL|2|
K-ICT|K-ART|2|
K-ICT|KTHAICGRMF|2|
K-ICT|K-APB|2|
K-ICT|K-EUSMALL|2|
K-INDX|K-STEQ|4|
K-INDX|K-FIXED|4|
K-INDX|RKBC|4|
K-INDX|RKF2|4|
K-INDX|K-SELECT|4|
K-INDX|K-CBOND|4|
K-INDX|K-FEQ|4|
K-INDX|K-STADE|4|
K-INDX|RKF-HI2|4|
K-INDX|RKF4|4|
K-INDX|KGBRMF|4|
K-INDX|KFIRMF|4|
K-INDX|KBLRMF|4|
K-INDX|KFLRMF|4|
K-INDX|KSFRMF|4|
K-INDX|K-EQUITY|4|
K-INDX|KEQLTF|4|
K-INDX|KDLTF|4|
K-INDX|K-TREASURY|4|
K-INDX|K-SET50|4|
K-INDX|K70LTF|4|
K-INDX|K-CASH|4|
K-INDX|KEQRMF|4|
K-INDX|K-2500|4|
K-INDX|K-2510|4|
K-INDX|K-2520|4|
K-INDX|K-2530|4|
K-INDX|K-VALUE|4|
K-INDX|K-GLOBE|4|
K-INDX|K20SLTF|4|
K-INDX|KGLTF|4|
K-INDX|K-MONEY|4|
K-INDX|K-AGRI|4|
K-INDX|K-GOLD|4|
K-INDX|K-OIL|4|
K-INDX|K-PLAN1|4|
K-INDX|K-PLAN2|4|
K-INDX|K-PLAN3|4|
K-INDX|K-CHINA|4|
K-INDX|KGDRMF|4|
K-INDX|K-GEMO|4|
K-INDX|K-INDIA|4|
K-INDX|K-GA|4|
K-INDX|K-USA|4|
K-INDX|KGARMF|4|
K-INDX|K-USXNDQ-A(D)|4|
K-INDX|K-EUROPE|4|
K-INDX|K-SF|4|
K-INDX|KS50RMF|4|
K-INDX|K-ASIA|4|
K-INDX|K-GB|4|
K-INDX|K-GPROP|4|
K-INDX|K-MIDSMALL|4|
K-INDX|K-GHEALTH|4|
K-INDX|KEURMF|4|
K-INDX|KJPRMF|4|
K-INDX|K-JP|4|
K-INDX|KGHRMF|4|
K-INDX|K-ENERGY|4|
K-INDX|K-ICT|4|
K-INDX|K-CHX|4|
K-INDX|K-BANKING|4|
K-INDX|KMSRMF|4|
K-INDX|K-EUSAGE|4|
K-INDX|K-SGM|4|
K-INDX|K-GHEALTH(UH)|4|
K-INDX|K-AEC|4|
K-INDX|K-GINFRA|4|
K-INDX|K-SFPLUS|4|
K-INDX|K-EUX|4|
K-INDX|K-JPX|4|
K-INDX|KGIFRMF|4|
K-INDX|K-MVEQ|4|
K-INDX|KS50LTF|4|
K-INDX|KMSLTF|4|
K-INDX|KMVLTF|4|
K-INDX|K-AFIXED|4|
K-INDX|K-SEMQ|4|
K-INDX|K-FIXEDPLUS|4|
K-INDX|K-FITS|4|
K-INDX|K-FITM|4|
K-INDX|K-FITL|4|
K-INDX|K-FITXL|4|
K-INDX|K-ART|4|
